contactid,genderCode,birthdate,msrc_loyaltymembership,msrc_agreementtomarketingactivity,annualincome,msrc_occupationstatus,msrc_creditscore,msrc_customerrelationshipduration,msrc_distancetoneareststore
4457f6ab-1fcd-463d-8461-a11fe9d96740,Male,1/31/1958,FALSE,FALSE,22083,Employed,607.9619449,359,7.2
d3bb0f1e-fb0d-47c0-a5bf-0ff6212b8442,Female,11/27/1974,TRUE,TRUE,53723,Employed,889.8158591,42,7.81
05d4908b-d9b5-40f7-a1fb-efede12dba87,Male,5/1/2001,FALSE,FALSE,51946,Employed,792.8592791,236,22.92
378c34c1-8d63-4b97-8c66-2dc7da360990,Male,2/21/1974,FALSE,FALSE,65702,Employed,770.347303,289,4.4
384e14ef-74ef-445f-b78c-97ef9d371163,Male,11/11/1974,TRUE,FALSE,68608,Employed,906.0169952,43,4.5
c0a46f46-18b6-4028-917f-578d7fa4140b,Female,1/28/1970,TRUE,FALSE,58386,Employed,875.6591051,89,15.96
8affd4c4-a30d-4512-a5ac-b33481504152,Male,3/25/1952,TRUE,TRUE,66058,Employed,865.7259132,136,15.14
a31ad22a-bf16-444f-9d16-380734b211e8,Male,6/19/1972,TRUE,FALSE,49800,Employed,936.616633,76,21.45
75694208-a959-49d5-b8e3-90101a00a7ea,Female,4/30/1986,FALSE,FALSE,53801,Employed,635.2128807,138,12.04
4397b734-04c4-4105-a7cc-1be9d6454c04,N/A,11/21/1995,TRUE,TRUE,79863,Employed,882.6745207,36,21.39
5632b64c-2b45-4120-baca-36a115c93510,Female,4/14/2000,FALSE,FALSE,30167,Employed,697.5277585,106,10.88
040d6e24-4eac-4440-893d-b4a28ee987d0,Female,4/20/1960,FALSE,TRUE,32286,Partially employed,394.0451546,1688,68.93
3f5f2d10-4e65-467b-9f6f-0a12d02bc281,Male,7/25/1957,FALSE,FALSE,58626,Employed,809.8802055,116,20.45
fb09e643-b90e-4b30-b105-3ca008fda901,Male,11/25/1974,TRUE,FALSE,50447,Employed,986.6439119,36,16.94
28314005-44b7-47a1-b63c-4f898c1e58ec,Female,10/21/1972,TRUE,FALSE,44745,Employed,974.1964239,413,20.79
6babe193-9a17-4243-9d88-7ed30e063082,N/A,12/10/1953,FALSE,TRUE,57976,Employed,666.6695768,188,19.96
d896962e-b974-47b9-9e02-61912316d7bf,Male,3/19/1976,FALSE,TRUE,41989,Employed,789.696718,100,18.21
a6845db4-a9c2-40d2-b5b0-a2a5baa2c531,Male,1/14/1954,TRUE,FALSE,61842,Employed,878.1817535,76,0.35
90128d04-2ade-4061-9fc2-e8e61f7b6c41,Male,7/12/1963,FALSE,FALSE,36611,Employed,695.4989009,209,2.37
dbea2b4e-1a22-4dae-8d17-ce3cfd49269e,Male,3/15/1993,TRUE,TRUE,37811,Employed,881.5636538,80,16.27
9f004e0c-4853-41d4-b18d-e00e6e5ffbc4,Male,7/18/1991,FALSE,TRUE,43850,Employed,650.1921743,270,16.07
24ad21b5-0a72-45ae-9814-5706d318629a,N/A,12/30/1963,FALSE,TRUE,30573,Employed,642.6000218,288,3
cd4661f7-ce7d-4e55-b817-aaa77ed6f10f,Male,6/1/1997,FALSE,FALSE,37881,Employed,816.4887841,346,9.5
352d4dd1-3319-42c3-8b2f-32afd244a870,Female,4/24/2000,FALSE,TRUE,40665,Employed,750.9065719,334,16.31
aa400025-dc33-4e3d-809d-5f8b03e3ccf0,Male,11/6/1991,FALSE,FALSE,26262,Employed,724.5511295,145,6.88
975976ef-cc85-46f4-883c-3d6b64d3dde4,Female,10/8/1961,FALSE,FALSE,48852,Employed,796.8981121,191,14.71
0bbf6254-5738-44f3-8b18-d1f6092b5696,Female,2/16/1982,FALSE,TRUE,61939,Employed,807.4651728,237,8.3
8d215617-df55-4432-ae94-a71901c8daab,Female,1/28/1975,FALSE,FALSE,34808,Partially employed,542.3188457,243,8.59
619538cd-93da-4fa4-8c99-f96bf6354d7e,Male,3/27/1951,FALSE,FALSE,47992,Employed,700.0907859,174,15.43
6bfc43b0-f37f-46b2-b106-83b55b1e90c6,Female,8/28/1979,FALSE,FALSE,20700,Self-employed,524.0265145,231,9.19
802cb49a-145a-4907-90a8-4480b65a2dbe,Male,1/28/1998,TRUE,FALSE,81543,Employed,939.8152151,73,18.91
3a01a57b-4e08-4b13-9685-4e8bb37e6fce,Male,1/4/1983,TRUE,FALSE,48587,Employed,866.0216999,168,19.62
c97c3f61-7fdf-44cd-86c1-f72dcda5a963,N/A,1/21/1978,FALSE,FALSE,29345,Employed,736.0191298,101,21.65
06f34294-4d10-48a8-b597-03e508841350,Male,3/26/1974,FALSE,FALSE,32624,Employed,656.1623461,342,23.63
a8ed0757-e08f-4037-9510-83f90be89ce1,Female,2/13/1955,TRUE,TRUE,103255,Employed,892.6829172,89,23.18
e341fc47-8e1c-4fd9-9f59-7f029be74559,Female,11/18/1978,FALSE,FALSE,42148,Partially employed,405.9561896,3684,59.73
2d3d5897-7b86-4ddb-895c-6467853b940d,Male,1/15/1954,TRUE,TRUE,73879,Employed,855.2374524,135,14.98
aa7e2992-f030-47ea-9c14-04d703ebac5a,N/A,12/27/1963,TRUE,TRUE,45168,Employed,955.7001336,78,22.82
fc644e7e-1a1e-4601-9434-5739abf4f04e,Female,4/6/1985,FALSE,FALSE,30924,Partially employed,542.7804017,199,5.01
ee786714-3771-4f0a-a9c6-e7ca06bcff00,Male,12/19/1951,FALSE,FALSE,54275,Employed,606.7915822,321,16.23
f8f294c5-4676-4e25-a3f8-3e80b41ceb6f,Male,12/27/1976,TRUE,TRUE,85455,Employed,852.2822968,172,3.91
2e10886f-e038-4cda-9c9a-efe9b9f854eb,N/A,7/26/1989,TRUE,FALSE,44662,Employed,898.0809933,79,11.68
5248dc25-a335-498e-a9c9-636bc4bb9778,Female,4/25/1954,TRUE,TRUE,34351,Employed,839.2816942,257,14.59
b200e4b9-9edc-4bab-842d-4a36bf0153ed,Female,9/15/1976,FALSE,TRUE,39015,Employed,609.0803473,359,23.25
af7a28d2-0a78-4c3f-8b88-cedb6320f98c,N/A,7/8/1985,FALSE,FALSE,34383,Employed,606.4279876,138,4.49
7e60f4a4-e88c-402b-a1ca-371cbf42f9c7,Male,9/5/1983,TRUE,TRUE,65655,Employed,1006.070478,1649,15.95
c79f95cf-8c63-4dba-b0c0-ceb8ee458353,Female,3/29/1992,FALSE,FALSE,36130,Self-employed,388.4937591,2274,36.69
d80aa92d-b162-4141-90bc-a29a00871f94,Female,8/27/1965,TRUE,FALSE,56450,Employed,1005.58433,609,19.91
76b637fa-c59b-450d-84d8-ca40a56317bb,Male,12/20/1991,FALSE,TRUE,34215,Employed,642.2706858,345,1.14
d6f0a90c-cde7-4939-82c6-280d21027265,Female,2/16/1950,FALSE,FALSE,69038,Self-employed,592.1687616,251,13.82
72cd2bb5-b40f-456f-9959-2c4e584207cd,Male,12/21/1981,FALSE,FALSE,33508,Self-employed,588.9783412,298,2.18
f8628a85-b04a-44a0-807c-e394c79cee49,Female,9/20/1969,FALSE,FALSE,29795,Self-employed,557.0797683,219,11.04
b7a75298-c16e-4ca9-94f6-30c8ddfdfb77,Female,11/11/1986,FALSE,FALSE,50186,Partially employed,528.7698297,239,8.55
0b67c8ad-2760-40f7-8682-79600ba85588,N/A,6/22/1955,FALSE,TRUE,75115,Employed,787.2732149,307,15.66
121acc01-4abc-4765-acde-a35153e06d15,Female,1/29/1958,FALSE,FALSE,34474,Employed,786.6354688,335,1.73
91cbdc95-f871-4190-a644-b88b408bd608,Male,7/1/1958,FALSE,FALSE,67604,Employed,756.9530002,228,16.62
0a6d3316-b249-49a1-925b-bbeacee17a98,Male,1/27/1963,TRUE,FALSE,68260,Employed,899.1007643,50,16.5
abfd6678-889a-4bb3-b7dd-006c9b220072,Male,5/5/1999,TRUE,TRUE,50380,Employed,1019.157429,4147,17.07
07cb3396-a23d-4d9d-a2e1-4ebd6e01838b,Male,8/17/1981,FALSE,TRUE,36490,Employed,828.7212912,304,0.85
bfce0188-bf60-4017-b914-5470b0b92da2,Male,6/13/1972,FALSE,FALSE,28474,Self-employed,391.121002,3376,60.62
629dd650-a3fd-4d86-805d-79cac096bff3,Female,3/28/1998,TRUE,FALSE,53111,Employed,860.5985626,204,2.53
47aba6b5-1d67-4984-a6a4-bf5af84749ce,Male,10/26/1962,FALSE,FALSE,45364,Employed,668.8830119,318,3.65
b956f789-42a7-4e46-955f-00237c75593e,Female,9/22/1972,FALSE,FALSE,74795,Employed,782.0603347,158,20.83
336ecdd8-961d-40e3-9b97-612bebaccb65,Female,2/15/1955,TRUE,TRUE,29709,Employed,955.6925049,1242,11.47
cb7ef760-87d4-4e81-8f3b-f7dffb83a562,N/A,12/18/1996,FALSE,FALSE,47884,Partially employed,516.742952,198,20.51
eba66ec9-b3f5-43e8-99c1-4c507cad0e92,N/A,11/8/1987,TRUE,FALSE,63421,Employed,945.8493369,4055,2.09
4c05cdc2-5df5-48b6-8cc9-7a5e8bbe58bc,N/A,3/25/1986,FALSE,FALSE,49232,Employed,653.0948491,259,8.26
49ceb20e-e238-4923-a55d-9e586a792fce,Male,9/2/1951,FALSE,TRUE,31888,Employed,798.1949649,236,17.78
2d797366-2586-42b1-81e4-d777ac6d9e6c,Male,2/12/1976,TRUE,TRUE,41099,Employed,851.9280862,200,11.01
1cb717d6-177d-46c7-a716-811fd19bb4fe,Male,12/8/1974,FALSE,FALSE,29997,Partially employed,393.6841569,2406,70.41
eb9c6c24-d3cb-4f89-8570-edf8438d8cb2,Male,11/21/1969,FALSE,FALSE,44120,Employed,784.3038828,305,19.37
00969bd1-d2ee-446f-b130-5f7462e435f2,Male,9/7/1972,FALSE,TRUE,34030,Employed,605.523653,344,15.66
95b0acab-c40e-495d-ae79-9688531c90e8,Male,12/19/1994,FALSE,FALSE,69700,Employed,679.6045291,330,12.55
3c5f2013-95f8-416d-a13e-d490c9242ebd,Male,2/19/1955,FALSE,FALSE,52701,Employed,702.5398838,317,2.18
9e5be527-5e05-4207-811c-f259e6adc630,Female,12/26/1992,TRUE,TRUE,35062,Employed,975.1290426,4407,9.7
48726365-fc6e-447f-a3c0-ce0ab8b7eaa7,Female,3/27/1995,FALSE,FALSE,51775,Employed,739.1174252,288,14.7
76dfaf63-49e2-4928-8b82-c7d25586e7db,Female,6/7/1999,FALSE,TRUE,32032,Employed,669.6583886,130,13.61
d1945dbe-a207-4d79-b67b-446a8246b7cb,Female,6/2/1956,FALSE,FALSE,42086,Employed,778.0018216,313,19.13
e0f501d9-d767-4cc0-a668-685866bf7ecb,N/A,10/7/1999,TRUE,FALSE,49616,Employed,934.6990571,88,6.77
4bf74960-1c48-47a1-81d7-eb60d0091903,Female,7/15/2000,FALSE,FALSE,54594,Partially employed,541.6561326,346,11.76
909178d0-3a57-427d-b36c-28c99472e99a,Male,8/12/1982,FALSE,TRUE,69432,Employed,786.4310465,360,12.29
35953c7d-eea8-4beb-b409-c1c88c2a8566,Male,6/23/1994,FALSE,FALSE,25082,Self-employed,391.9404979,1652,57.81
d50748b1-4c0f-46d8-beef-a8f5a0274e1a,Female,12/19/1999,FALSE,TRUE,56328,Employed,640.9039015,150,17.68
e9b09d88-87f5-4ab3-ab4a-783ebfeac6a8,Female,5/4/1967,FALSE,FALSE,51722,Self-employed,570.6725292,308,21.27
2ae8c687-d596-4007-b602-a2067ad36026,N/A,1/26/1969,FALSE,TRUE,61516,Employed,800.9418951,252,9.36
1e58ccc6-7564-4ba2-a6b4-99254518dfde,Male,9/15/1993,TRUE,TRUE,31966,Employed,942.6765966,888,19.54
7cb0ba2b-8265-4a58-a3c6-90cf6319c363,Male,1/21/1980,FALSE,FALSE,30554,Partially employed,412.7613348,3923,38.29
7a95e305-d0e9-4bf7-9a7b-d1d152b129db,Female,4/21/1987,FALSE,TRUE,43161,Employed,820.4888816,100,1.48
91012bb4-cfcd-4cdd-b7b4-bdaae479c390,Female,8/13/1978,TRUE,FALSE,38762,Employed,983.1783528,75,24.61
fdacd34b-b0b7-479b-81a9-c9f80fa02020,Female,7/19/1980,FALSE,FALSE,27050,Self-employed,527.2273668,246,13.17
91db1727-3a86-4d2e-972d-359d54b9062e,N/A,1/29/1954,TRUE,FALSE,104468,Employed,1002.607873,3722,12.54
9c8ab661-2312-42ab-b5b2-4ad764b9e779,Male,5/21/1958,FALSE,FALSE,43716,Self-employed,580.2692798,281,24.4
956836f7-9231-4f5d-9c7d-2081d3c81abb,Female,7/28/1971,FALSE,TRUE,40677,Employed,639.1430174,157,15.52
f9f33d44-b258-4339-80a2-f365ac16d1df,N/A,8/28/1990,TRUE,FALSE,52180,Employed,1008.332372,70,17.54
3c434eac-3dbf-439c-bca9-0a5ca67a34ba,N/A,3/7/1986,FALSE,FALSE,49615,Self-employed,526.0431313,98,1.59
3faaadb4-c9a2-4a2e-b557-f50e40d4d9b7,Male,1/23/1960,FALSE,TRUE,27971,Self-employed,395.2569812,3979,43.55
74d8ffe0-e707-43db-82f5-ba05586b3666,Male,1/20/1965,FALSE,FALSE,27787,Self-employed,503.3369064,297,18.08
88f98197-e00b-416c-be1d-1bbf2518cacd,Female,12/27/1967,TRUE,FALSE,53725,Employed,889.2108672,63,14.12
a016807d-4e14-431f-9569-5cc9bbee8470,N/A,11/16/1979,TRUE,TRUE,59100,Employed,1027.114081,2344,21.26
bad69af6-a339-47f3-a102-0cc09de568cb,Male,5/31/1970,FALSE,TRUE,25426,Partially employed,394.3200312,2157,31.55
45b8d4d0-868b-4bea-b56a-5dc9fc0cfe19,Female,10/22/1988,TRUE,FALSE,43044,Employed,982.3571662,76,3.69
f2a40d12-6199-4c59-a35c-943ece0e6746,Female,8/30/1970,FALSE,TRUE,26168,Employed,739.7417891,129,17.72
7bb3549f-dc30-4bdc-a531-2a146501c158,Female,8/14/1954,FALSE,FALSE,24580,Employed,633.515504,140,2.64
c2608351-cf03-47c3-ba63-f9e228072275,Female,2/6/1977,FALSE,FALSE,30362,Employed,804.2300717,314,24.3
86783488-83ca-4290-9ee7-97c957ace078,Male,9/15/1989,FALSE,TRUE,46451,Employed,820.2580366,241,14.98
c854e6cc-9dd2-4099-9229-403888746ab5,N/A,10/18/1965,FALSE,FALSE,32278,Partially employed,496.3818496,95,18.02
48f239cf-35d0-4e9c-a71d-a093d4ab3b5b,Female,8/9/1995,FALSE,FALSE,36807,Employed,740.4131441,129,13.83
6d8ed0f8-e8e1-4d28-a079-20ceff6ec074,Male,3/5/1968,FALSE,FALSE,39742,Employed,766.8034824,120,9.7
8dcfc614-57ab-4921-b2b2-cb8899cefa46,Female,1/12/1959,FALSE,FALSE,43315,Employed,804.8265998,301,24.53
3c56b502-233d-4705-9cff-28f7877b51f4,Male,5/18/1998,FALSE,FALSE,33468,Self-employed,399.7363018,1153,48.51
2af74b1a-45ce-4747-8b96-af5e2af4ef2c,Female,8/17/1982,TRUE,FALSE,34778,Employed,1021.267301,73,4.06
fdd5b5b4-0eaf-4f1c-b9e1-69bfa48a1731,Male,11/20/1980,TRUE,FALSE,53333,Employed,903.1614637,53,5.05
acec99e9-5219-45ff-b879-3f85adb4a090,Female,1/22/1973,TRUE,FALSE,38592,Employed,874.1112553,44,9.49
6d9c4263-4a29-4453-b677-24f9707bd7eb,Male,2/18/1969,TRUE,TRUE,74044,Employed,981.363708,55,5.77
6c7156cb-c7f6-461e-9861-d1aaa65ef886,Male,8/23/1993,FALSE,FALSE,55099,Employed,826.1270025,164,21.95
3d6d17da-2f4e-4e6a-89f7-1f454767daa9,N/A,8/21/1965,FALSE,TRUE,25401,Self-employed,546.9775792,345,16.79
bede3a6b-187d-4bf7-8da3-5aed9fe6aa67,Male,1/12/1995,FALSE,FALSE,23926,Employed,620.5504395,121,3.62
957acd12-fc59-4aab-8045-918a2892bddf,Female,2/7/1970,FALSE,FALSE,29455,Employed,676.3940698,295,8.07
0381c2d9-679e-44bb-a829-b376f05478b7,Female,10/13/1970,TRUE,TRUE,62041,Employed,903.5473023,82,11.87
e4f59e57-8d0e-4bc2-873d-8b7ae6730071,N/A,12/9/1987,FALSE,FALSE,23332,Partially employed,536.613688,255,12.61
b65a8300-0968-49da-86a6-ff7e82282deb,Female,5/28/1990,FALSE,FALSE,30758,Partially employed,407.0387143,3829,65.45
0f1b1864-3716-4f6b-9593-d5428f00b0c0,N/A,12/3/1994,FALSE,TRUE,26032,Employed,614.7249245,238,19.79
9859523e-fd2e-43b9-9df2-e58f213a5598,Female,11/2/1978,FALSE,FALSE,108089,Employed,792.7596109,128,18.39
ac92f9af-f184-47d7-8c6b-e021b89675bf,Male,3/22/1963,FALSE,FALSE,46026,Employed,706.1031578,225,13.75
8f885bd1-10b6-41dd-a5d8-f54a458d100b,Male,4/24/1965,TRUE,TRUE,44503,Employed,909.8931181,1055,7.13
198b6887-123e-4403-8513-85660e3ae519,Female,6/11/1952,TRUE,FALSE,60224,Employed,907.3919724,47,1.09
6b34eb44-16e8-40e8-a28e-b9661b400cbb,Female,12/17/1957,TRUE,TRUE,79770,Employed,870.305675,72,12.47
031dbad3-131f-4e89-9391-678eb6c6c906,Female,7/31/1999,FALSE,FALSE,71435,Employed,831.1543778,104,4.48
ecbf4159-2bcd-4b76-8a44-8a398c3403b4,Male,2/26/1952,FALSE,FALSE,35094,Employed,684.3349207,163,4.94
c7801b7d-c8a5-40db-8f55-c2e458ba21c0,N/A,8/12/1988,FALSE,FALSE,34776,Employed,831.5433071,267,3.82
e75cb29d-b5b9-41b2-ac39-ec76b3f44870,N/A,12/7/1989,TRUE,TRUE,51323,Employed,840.2274204,211,11.84
bebd1175-82c5-428f-9444-a917f419c189,Male,4/14/1975,TRUE,TRUE,67926,Employed,913.5541516,50,14.55
acb45a25-6206-4135-bbd3-51830a56c731,Female,6/22/1968,TRUE,FALSE,40741,Employed,982.0276095,73,6.1
42a9c0cd-43ec-4437-a72a-8c5048c6fc98,Male,10/8/1965,TRUE,TRUE,69637,Employed,899.2135236,72,11.96
0204f6fa-b213-4d75-bd25-b1216a8b56d8,N/A,1/13/1966,FALSE,FALSE,57255,Employed,729.9818977,174,3.59
7a7fcabb-caa7-4b88-a160-5a2ae4ef1526,Female,11/20/1972,TRUE,TRUE,34393,Employed,1040.492965,84,11.39
f9929488-6880-4f55-a899-15592511b793,Female,6/18/1969,TRUE,FALSE,36219,Employed,890.2232339,78,13.43
b31c9f8b-5dde-435c-9ecb-238b8580d90f,Female,5/29/1967,FALSE,TRUE,28322,Employed,737.2595443,293,3.47
3b0cdf16-2d3f-44a5-b149-a73b84f7026e,Male,6/16/1999,TRUE,FALSE,37836,Employed,856.1874087,130,7.75
210369ca-a08d-458b-a6ba-82056080e3d8,Male,12/18/1959,FALSE,TRUE,37881,Employed,706.5734026,338,12.02
727771f3-64ca-401c-91bc-18089cabb852,Male,7/11/1994,TRUE,FALSE,35438,Employed,1019.751193,1575,8.59
4b682405-5152-4847-a358-e6ad979b7176,Male,7/29/1956,FALSE,TRUE,58256,Employed,696.9276606,285,11.5
9d06d007-8be6-412d-b163-dcb7577460cf,Male,11/22/1968,TRUE,FALSE,47689,Employed,877.6098237,67,14.75
82ea699d-f673-4d18-8076-3ceadb3c7689,Male,1/30/1975,TRUE,FALSE,37308,Employed,934.3573064,3633,10.05
ad6271c3-9f8b-4df9-bf1b-389d664809ce,Male,10/1/1995,FALSE,FALSE,27645,Employed,635.1087775,176,4.01
7ecda821-3ea3-4c47-879a-a7b1dc325f02,Female,6/3/1978,FALSE,TRUE,27614,Employed,784.3787255,274,3.03
1878f141-b7ec-4da8-9f04-3cd6c382099b,N/A,3/11/1979,FALSE,FALSE,41213,Employed,657.6083397,151,5.28
2f866330-9116-4aba-b58d-12038b5a2039,Male,12/9/1983,FALSE,TRUE,49923,Employed,609.3760161,286,13.65
d096f3a6-7c59-469c-a80e-440f95bfe688,N/A,2/25/1962,TRUE,FALSE,61005,Employed,1007.493033,81,7.03
df69e5c7-4730-43f8-b60d-be017346301e,N/A,10/15/1967,TRUE,TRUE,68848,Employed,1017.354926,4166,13.09
ce5d8798-ea32-4420-b6a1-807e52081f57,Female,7/1/1965,TRUE,TRUE,94930,Employed,971.2566549,1668,9.74
6a5ca7a4-6791-45f3-a014-34806a86b368,Male,11/5/1999,FALSE,FALSE,34924,Employed,714.7611417,324,21.77
5159b3ef-e570-4a98-8787-38cd6cedbf54,N/A,5/20/1959,TRUE,TRUE,50010,Employed,872.3816225,66,19.29
b20bbac8-e0bb-48e7-bd2f-f6468270bd35,Male,9/17/2000,FALSE,FALSE,24519,Employed,679.3029931,110,10.73
623b1f5c-190d-49e0-a87b-f4898ab3bde5,Male,11/28/1972,FALSE,FALSE,27055,Self-employed,393.3457731,1737,54.24
ecb96c21-9d19-4477-a829-346bb8bf2be9,Female,9/30/1968,TRUE,TRUE,50716,Employed,886.1843045,81,3.37
de3feefb-9255-4c35-a2e2-f808b5752e67,Male,3/10/1982,FALSE,FALSE,38704,Self-employed,589.0867344,112,15.14
f70692f7-3794-4a6e-93e9-b254996600da,Female,3/5/1956,FALSE,FALSE,67412,Employed,808.7928795,335,22.17
6a47d9b8-6611-4a48-8832-0252f2686e7e,Female,2/23/1973,FALSE,FALSE,23827,Partially employed,513.9638067,296,1.22
3ef21dc1-1872-4460-bf2d-c5cb6a8d27a0,Female,10/16/1989,TRUE,FALSE,43120,Employed,948.4336213,3222,9.54
1bcd88a3-b64e-4ebb-b9df-6377ed1acb62,N/A,9/14/1952,TRUE,FALSE,58437,Employed,881.2816482,76,1.82
453d2c64-168f-4e5f-89b4-69870f684d77,Female,7/13/1986,FALSE,TRUE,33244,Self-employed,408.5637321,1957,45.48
c5e4b978-c20d-43ba-87ba-2d0d7633f0c3,Female,7/7/1964,TRUE,TRUE,46419,Employed,1001.71314,69,24.26
767df417-c0fa-4cca-9625-a1ed82ac664f,Male,6/11/1982,TRUE,TRUE,58751,Employed,962.5130107,3280,13.04
a1a38f17-d12a-4eee-99f3-4b052c493c19,Female,11/5/1970,FALSE,TRUE,26477,Employed,699.6450171,269,14.33
9299d73f-823f-4eff-b0c8-5b21eb242fa8,Female,2/9/1958,TRUE,FALSE,33020,Employed,961.9355861,1875,9.34
9c3e0aa5-8d47-4c3d-8a5f-73dd6d192f68,Male,7/10/1997,FALSE,FALSE,50016,Employed,714.1472059,214,7.62
cda03ce1-f9c7-4e39-8263-b938aeebc81c,N/A,1/27/1976,TRUE,FALSE,56283,Employed,997.4611045,1086,20.24
0387e167-6137-470c-bb86-eceb309ba107,Female,11/6/1992,FALSE,TRUE,35486,Employed,604.1071496,356,19.07
630613e7-6fc5-4f01-a476-aec95eab4e96,Female,8/18/1959,FALSE,TRUE,34744,Partially employed,527.5445421,290,5.29
8f14e8f7-d403-4d13-8360-06c070bf0b43,Female,7/21/1977,TRUE,TRUE,59357,Employed,920.6474136,3371,22.03
5119e505-5a13-4c4a-ba90-b27618da28b3,Male,3/15/1951,FALSE,FALSE,31480,Employed,807.0593619,233,2.76
92dffca3-288f-47d0-834d-556d75076e2c,Female,10/6/1979,FALSE,FALSE,45019,Employed,683.0053286,288,24.3
23a3dc45-86c2-4092-81d7-a8c478facdec,Female,4/3/1968,TRUE,FALSE,57301,Employed,862.4719174,254,11.68
27943aae-7f4d-42b3-93af-4edb4bffb68c,Male,7/20/1979,FALSE,FALSE,29970,Employed,751.4187465,134,15.26
d6678819-7d22-4775-b39f-556ac42abad0,Male,8/1/1987,FALSE,FALSE,68009,Employed,646.0514303,97,13.33
5f665bda-ff7f-49c8-955f-2846be3a62f4,Male,1/6/1983,FALSE,FALSE,23036,Self-employed,538.0498693,123,6.65
018d96e5-e89e-4a1c-9828-cee42d2f0b50,Male,5/28/1978,FALSE,TRUE,25393,Partially employed,573.1350355,120,17.85
0e7e8138-d6c9-4a49-8db1-21a0aebc929a,N/A,7/29/1989,FALSE,FALSE,30752,Self-employed,520.1324742,331,22.82
96cc87dc-aceb-46f2-b565-564b2d05a9a7,N/A,4/11/1992,TRUE,FALSE,40483,Employed,932.7008206,32,13.96
54ee0ed4-a466-4eae-adf8-3fcbd91a09bf,Female,8/1/1975,FALSE,TRUE,52902,Employed,806.2795332,181,24.47
8fa58897-fe0d-4f50-ac7f-ffc31ee1e3ce,Male,12/28/1993,FALSE,FALSE,41985,Employed,628.1041267,258,15.06
8fa4de20-addf-4ef6-950e-ece90b8454b7,N/A,9/10/1993,TRUE,TRUE,55481,Employed,896.4935115,88,21.43
ca660feb-be89-49f8-97a5-d674c9919c61,Male,8/12/1966,FALSE,FALSE,35397,Employed,742.5243874,284,1.39
599b2215-b3c2-4c60-a04b-cbee2d83273e,Female,7/29/1994,FALSE,FALSE,23096,Self-employed,510.063485,284,18.46
43481aea-c400-44be-b118-ca2494f6c249,N/A,2/22/1961,TRUE,TRUE,55229,Employed,842.5431379,348,20.6
f8c940d7-7091-4007-9f66-ac09823f4e4c,N/A,3/20/1995,FALSE,FALSE,17599,Partially employed,392.074717,467,38.11
f7351e89-f5eb-4abb-8636-501935b69223,Male,2/2/1950,FALSE,FALSE,75455,Employed,764.8732288,345,12.33
53ab50ab-d623-48a0-9b66-f77ee705712d,Male,8/18/1967,TRUE,FALSE,56114,Employed,881.504782,60,13.24
6e327a62-4c01-4837-9178-d1f5aac994dd,Female,11/27/1999,FALSE,FALSE,53741,Self-employed,488.5338608,179,24.7
83e5947b-0e55-43da-b4d6-c3f938acf208,Male,2/25/1951,FALSE,TRUE,59462,Employed,730.9769411,148,10.31
73a0e787-af76-4911-8ae9-9e2223c7ccd5,Female,7/17/1952,FALSE,TRUE,55175,Employed,799.5825837,153,2.83
86649d4b-02bc-41c8-991d-6cd3dd314494,N/A,4/23/1953,FALSE,FALSE,34140,Self-employed,587.8382086,277,7.19
202d0a4c-f451-42a8-9e0c-a75a1fe7b700,Female,6/6/1988,TRUE,FALSE,49779,Employed,1012.628917,1001,1.43
866a97ba-c1d7-44c8-a023-8edaeabae5c2,Male,9/17/1991,FALSE,TRUE,29021,Employed,831.4278091,122,7.62
9b3c0ea1-7f49-4ca2-8bf7-c058d5b460b7,Male,10/17/1957,FALSE,TRUE,71730,Employed,815.4616704,222,12.1
160edc9b-c2a9-4970-b588-eb54cfff8431,N/A,11/1/1998,TRUE,TRUE,43552,Employed,876.3965401,50,0.35
693d4156-7ae3-4c58-9455-3f653ad665cf,Female,5/22/1993,FALSE,FALSE,26658,Employed,759.7484877,155,17.75
088adfc1-fb55-4dc5-ad38-91a25e2c5f18,Female,3/26/1952,FALSE,TRUE,54688,Self-employed,589.1662517,339,13.77
3ca296b3-73bb-45c8-98b8-ed1abd286df8,Female,9/7/1973,TRUE,TRUE,58993,Employed,908.7777566,31,8.67
23fe108d-2aeb-4351-8345-8bba46faedba,Male,11/1/1954,FALSE,FALSE,28820,Employed,610.5006911,171,2.43
92effab9-2b80-43e8-b35f-6102e356198e,Female,5/5/1960,TRUE,FALSE,39899,Employed,847.5775267,151,22.79
6a4939b1-dfce-4da2-a48c-1142d6bf7734,Male,5/17/1954,FALSE,FALSE,38617,Partially employed,521.8060956,250,6.44
7d06b4b2-c39c-40b4-a223-d96259d3e47e,Male,7/20/1999,TRUE,TRUE,74392,Employed,1001.987213,3645,5.45
83d9de17-3cf3-4b13-b69b-1c2daa56c73d,Male,9/5/1984,FALSE,TRUE,38967,Employed,826.9291501,315,11.52
cb94b20d-48d0-428b-9f22-ce8941d6e90c,Female,10/17/1976,TRUE,TRUE,79287,Employed,909.8202032,68,6.18
cab6c72b-006e-4391-a9c1-2968311b565a,N/A,4/15/1970,FALSE,TRUE,61444,Employed,817.903831,308,18.61
05e3f0f7-eb01-4018-b49d-ed2c599d741f,Female,7/26/1979,FALSE,FALSE,75349,Employed,748.9072399,204,16.95
